probe_id,gene_symbol
1066769,SAMD14
1037912,B3GNT5
1039031,SUV39H2
1026980,COG5
1040503,ZFAT
1016473,APOLD1
1039618,MRPS5
1036710,ATPAF2
1040192,AASDHPPT
1026604,DIAPH2
1033406,TCTE1
1041417,NKRF
1040385,CCDC181
1045516,KLHDC2
1042145,ATAD3A
1013535,PABPC4
1049553,YARS
1033998,NOP9
1045619,MTREX
1044259,USP25
1039118,ARHGAP10
1063742,GPRIN2
1037757,TRAF7
1029671,FBXO17
1060029,TMEM132B
1028910,TULP4
1022702,ACHE
1030422,MZF1
1052691,PRKCE
1031751,ZNF429
1018317,SMARCAD1
1043696,C3orf18
1043287,PEX5L
1052449,PTPN9
1016611,RRNAD1
1049684,KLF11
1058887,BAX
1032920,CNIH2
1031409,C1orf229
1027428,NUP160
1061947,URM1
1042282,PLEKHJ1
1053860,NCBP1
1014259,NRXN1
1028656,NF2
1026872,IFFO1
1034802,OR10A5
1016201,SERPINB2
1051113,SSR3
1011173,TANC2
1029544,CMC4
1018277,CC2D2B
1040814,MRPL47
1034120,TTC39B
1027320,APRT
1022655,C11orf97
1038790,CNTNAP3
1041764,LRRC40
1055869,GTF2E1
1019475,IQSEC1
1041999,TMA16
1013859,PTGER4P2-CDK2AP2P2
1043806,FCF1
1044616,FILIP1
1056634,GABRA5
1046402,HRH3
1058537,CCIN
1047751,CHST4
1018021,PRKD2
1045911,RRS1
1040628,AARS2
1043567,ZNF571
1041709,SCYL2
1019401,ZCCHC7
1047998,WDR1
1053728,NFKBIA
1028954,SORT1
1057910,CSF2RA
1035191,DNAJC21
1015963,SNHG20
1017191,TMTC4
1065096,SNTG1
1019797,TATDN3
1032263,SPDYE1
1050559,TTF1
1042833,DDIT4
1048994,PIGQ
1046412,PTGDR2
1034705,ZSCAN29
1051162,SPTBN2
1052297,RARB
1039704,RMND5A
1059201,SLC25A5
1050414,VASP
1041305,TDRD1
1038713,MINDY3
1038564,ELL3
1044756,RANBP6
1047303,CIB1
1037270,ATAD1
1023866,PROSER1
1033079,KIAA1324L
1054837,KCND2
1012878,ACPP
1045497,MKRN1
1017445,TRAPPC13
1024462,DUT
1043595,PDZD11
1025334,TRIM9
1040229,SLC25A19
1017462,CCHCR1
1022806,STX5
1037408,CAPS2
1039590,VPS33A
1033443,PDE12
1023568,ZNF805
1015232,SLAIN2
1024039,ARMC8
1051839,S100A11
1019399,PPP1R35
1039990,DUS1L
1068082,GTF2IRD2
1051134,SRPRA
1037324,PHF5A
1043578,MRPL27
1033827,PRICKLE2
1032848,RASGEF1C
1028872,THAP1
1038287,CDT1
1048726,TRIP4
1025077,TCEAL9
1027361,NBR1
1017821,THOC6
1035183,TMEM174
1019202,VGLL4
1050381,VPREB1
1021289,ACBD5
1028587,L3MBTL3
1018308,LINC01106
1039894,NXN
1063490,DNAJC9-AS1
1027459,DYRK2
1039371,ZNF426
1022918,STRN4
1022783,STAU1
1024413,RAB11FIP1
1039741,IPPK
1025525,DCX
1035225,ENPP6
1045880,PDS5A
1041703,TRMU
1027537,NSD1
1019844,FLJ42627
1010463,LINC01590
1048260,TRAM2
1019390,ZNF846
1022260,ALOX15B
1049255,CD84
1041746,PIGV
1065853,NOL4L
1065180,C5orf56
1030543,SPRR2E
1041230,EIF4ENIF1
1046284,DNAJC8
1017797,CALHM2
1020854,ZNF273
1034425,CCDC117
1029673,BRPF1
1033252,VWCE
1020771,CD59
1014167,FOXRED2
1039979,XYLT1
1066457,
1015965,ZNF133
1042355,PTCD3
1042839,EXOC6
1045089,ZNF451
1062113,ZDHHC24
1049705,GNPAT
1035199,CCDC127
1048395,WTAP
1043623,COPZ2
1033405,KHDRBS2
1030006,NEK11
1030205,NHLRC3
1022640,INSYN2A
1039108,PLEKHF2
1019758,SLC12A5
1032906,LPCAT4
1036512,COQ10A
1015846,LINC00115
1034574,ZNF420
1046259,AAK1
1027752,ZNF280D
1067324,
1027205,TUB
1053683,NME3
1058365,CDK7
1052872,POLRMT
1041882,TRPV6
1010287,BICC1
1043263,PIAS4
1019205,KIAA0232
1040762,ADAMTSL3
1041094,MCCC1
1046491,WBP4
1058269,CHGA
1061680,GS1-124K5.4
1055196,IDUA
1037643,LZIC
1010853,GLB1
1025167,OR10C1
1059395,ADCY5
1062519,RAB3D
1036613,ZNF461
1045732,KCNH4
1053243,SLC26A4
1020458,DDX17
1066634,LINC01672
1048687,PPIG
1052416,RAD1
1047371,PFDN6
1047865,PDCD7
1032641,MKX
1036168,MARCH3
1021038,INCENP
1018124,DCTN4
1034928,DYNLL2
1031972,DUBR
1017392,ITPRID2
1057054,FBN1
1011532,TMEM134
1035256,TMEM155
1024333,RNF150
1044905,FBXO9
1031403,LRRC75B
1019190,CALU
1018292,EFTUD2
1057812,CYBA
1014701,BAAT
1028710,ITIH5
1036492,CCDC114
1050311,XPO1
1054589,LGALS4
1053994,MTM1
1036211,OSBPL5
1029677,MYBPHL
1018989,DSE
1041065,EMSY
1053638,NOVA2
1046272,RAB11FIP2
1024003,IBTK
1035674,CCDC43
1045080,LTN1
1022161,TPTE2P3
1037081,TUBGCP6
1051179,SPOCK1
1050351,WNT5A
1026590,DDX52
1037296,ZNF514
1046984,TOB2
1028344,CUX2
1069993,DDHD2
1030493,ZNF655
1020626,ZBTB43
1036408,ABCC12
1059340,GRK3
1029036,RGS7BP
1048022,JOSD1
1031117,TAFA1
1020749,REPS2
1057313,EIF4A2
1039308,C1orf35
1016388,PTPRH
1018055,TTLL1
1015831,BZW2
1035473,LIX1L
1059423,ACVR1B
1019111,CSNK1A1P1
1019722,LRRFIP1
1041036,WDR93
1013099,C12orf65
1038904,CLMP
1049604,DGKD
1046018,CUL9
1030609,FXYD5
1051621,SHMT2
1048592,MED26
1031306,CCDC153
1037494,KRBA1
1065707,CACNG8
1042572,CWC25
1047019,RBBP9
1049126,P4HA2
1054396,MAN1A1
1045214,ZDHHC5
1050019,ST7
1020938,CEP290
1056479,GCDH
1019679,KLK10
1014808,PDCD6IP
1042853,APBB1IP
1070108,OCLN
1049971,CDK2AP1
1011336,LINC00893
1010575,PLEKHM3
1024109,COLEC12
1029784,PCDHB18P
1029568,BCL11B
1026356,TLX2
1047208,MAB21L2
1039321,MFSD11
1043497,ZNF771
1046869,WDR3
1048076,SEC24D
1046935,NOXA1
1020393,TRIM2
1031514,KRTAP10-8
1045727,MLYCD
1042027,TBC1D19
1044438,SGSM3
1028914,PORCN
1032458,PHLDB3
1042327,OXR1
1024976,TBKBP1
1047990,HS3ST3A1
1049777,HIST1H4B
1033381,C9orf72
1023903,RAB12
1026736,RFXANK
1039652,C12orf43
1037987,MIXL1
1010282,LINC01686
1026558,NSUN5
1039632,MRPS26
1034567,FAM98C
1015138,BHLHB9
1021657,TENT4B
1053637,PNP
1049024,ANGPTL1
1037857,FBXO30
1029226,TNRC6B
1015641,SMCO2
1044851,SLC17A5
1048521,AKAP5
1039852,SUSD1
1056213,GRK5
1047831,PPIF
1066230,PNMA6E
1047531,PCGF3
1036954,WDR34
1016837,FAM221A
1033867,CABP7
1045213,ATL3
1023131,MSL3
1044555,TNFRSF21
1036842,MCU
1045024,WSB1
1053305,PCSK1
1063418,CELF1
1025704,NRP2
1022054,MFSD14C
1064920,AZIN1-AS1
1033384,LGI3
1030698,RNF14
1039538,COA7
1045825,DMXL2
1036432,FTMT
1012200,CATSPERE
1044976,GIMAP2
1057681,DDX5
1023248,EFCAB6
1060990,ETV3
1059702,SPEG
1029967,WDR33
1030505,MAP4K4
1056832,G6PC
1045872,PPIP5K2
1012092,BEX5
1043698,ZNF580
1048879,HTR3B
1039148,SCRN3
1029367,GPX5
1039277,OR13A1
1033768,GIMAP7
1057416,E2F4
1016269,TAF12
1053727,NFKBIB
1030166,ZBTB24
1045164,SEC31B
1046928,NEU3
1046080,WDTC1
1030196,ZFYVE27
1044121,MDFIC
1042592,TOR4A
1063221,LINC00622
1010441,TMEM120B
1031656,TBC1D10C
1019024,CCDC160
1019884,PHYHIPL
1048768,TAAR2
1040173,RINT1
1049158,HERC2
1027922,ALS2CL
1037841,WDR75
1041915,TMEM176A
1022676,ALOX12P2
1042194,SMG8
1045120,GORASP2
1012381,SPECC1L
1035766,TTC8
1035111,SSC4D
1020563,ZNF37BP
1018651,LNX1
1038977,ELMO3
1064963,DCUN1D1
1029749,PUS1
1037849,PRAM1
1023136,LARP4B
1043839,PLEKHA8P1
1047149,MYL12A
1048710,VAMP3
1023356,ATG16L2
1058438,CD40
1052229,UPF1
1022593,NBPF10
1020965,SNTB2
1035454,DRAM2
1013431,SNAP91
1034399,C2orf15
1016231,TPCN1
1066714,LINC01607
1047101,CTCF
1069334,RPS7P5
1047700,NUTF2
1065122,RAB30
1015660,URB1-AS1
1054630,LAMC2
1031530,KRTAP10-6
1047466,ANAPC10
1037551,GON7
1025569,USP2
1014117,THOC2
1031591,LHFPL4
1021739,PSPC1
1012688,SPRED2
1044486,PCDH11X
1036891,CTU1
1015454,ATXN1L
1037734,GARNL3
1026452,GTDC1
1029462,PLA2R1
1016206,VSIG4
1030555,ZNF620
1024318,GALNT16
1042266,TRIM68
1023527,PCDH1
1013470,SPANXA2-OT1
1051320,SLIT3
1036843,STPG1
1018216,IL17RC
1057220,STX2
1013523,TMEM169
1021964,DPP6
1024959,ATP2B2
1019076,C2orf73
1060979,PACSIN2
1052837,PPARD
1031084,LHX8
1036833,ZNF439
1010487,ZNF160
1044577,OXGR1
1022417,KCNIP3
1021308,TNNT3
1060599,ACSL3
1022469,RFPL1S
1047541,RXYLT1
1010917,RFX8
1053784,NDUFV3
1040284,ENPP5
1040425,METTL14
1046834,GADD45G
1040060,FIGNL1
1022370,PLPPR5
1054571,LIG3
1028393,OAS1
1016793,DENND4B
1014754,TOX3
1055201,IDI1
1056446,GFER
1034782,ZNF664
1035222,SLC9B2
1021486,FRMD6
1029780,ITGB1
1032108,NLRP9
1049241,HDAC3
1019305,ORMDL1
1045147,PARS2
1048131,SPOCK2
1049411,S1PR4
1051446,SLC6A8
1063798,EPHA5-AS1
1024410,HECTD2
1042493,DUSP23
1025157,BRPF3
1026615,NUMB
1018655,TMEM251
1014787,LINC00665
1024147,RUNX1T1
1034934,RIMS4
1029490,SPAST
1041256,GKN1
1070427,PTMA
1018823,ZNF726
1033659,ZNF675
1031719,TBC1D26
1022439,MALAT1
1069668,LOC101928433
1040026,SNX16
1047794,TRAP1
1068694,HCG23
1030083,CLEC18B
1051438,SLC7A1
1045942,RCOR1
1019348,GHRLOS
1010476,NDUFAF4P1
1023210,IL6ST
1026608,GNL3
1036909,CEACAM21
1046292,PHLDA1
1050000,NCOA4
1042003,RSAD1
1038858,RPAP2
1037651,CCDC115
1037562,GHDC
1057207,EPS15
1041302,DNAH7
1039654,PAPOLG
1044586,VPS4A
1054679,KRT17
1043835,ZNF691
1018228,KCTD1
1022815,USP14
1059426,ACTN2
1029178,MBP
1047610,FSTL3
1034367,SLC38A11
1024230,DSTYK
1020969,ARHGAP24
1050278,ZIC3
1044150,PNMA3
1035970,MRGPRX4
1046120,SORCS3
1054142,MAP3K10
1046627,TOPBP1
1068759,PEX26
1020233,SETD5
1026880,FAM171A1
1042979,ERRFI1
1039584,KRI1
1015134,LRRC32
1022945,HSD17B10
1013368,LRRCC1
1033568,GGN
1019025,PALM3
1052298,RARA
1023042,FAM161A
1061129,TUNAR
1024919,EDA
1032886,MORN5
1018483,RRP12
1046943,SDCCAG8
1042526,CMTM6
1027905,SP3
1048574,EIF2AK3
1053561,NRL
1033508,ARL13B
1050451,USP4
1060033,RBM4
1029975,SPRY1
1048403,RBM39
1011998,NAPEPLD
1030402,EBAG9
1010470,SPINK8
1028559,ZFP64
1065923,AGO4
1021132,EIF4G2
1022407,ZNF630
1015405,RBFOX2
1011722,YPEL3
1046957,ZNF268
1037263,CEP89
1045717,RYBP
1043475,MBTPS2
1055752,HCFC1
1017005,TCTN1
1027641,IGIP
1048318,PPM1F
1058347,CDR1
1017781,MGAT1
1044761,SMR3A
1042606,WDR55
1035195,CMBL
1037166,FRMD5
1022798,SCN4A
1020385,ZNF271P
1031100,IDNK
1037676,LLPH
1064975,C11orf72
1061530,KMT2A
1057743,DGKB
1049802,HIST1H3E
1040335,RPRD1B
1046955,MTHFD2
1021815,RUSC1-AS1
1028051,CYP20A1
1047638,SPRY3
1015311,GSK3B
1019916,PAICS
1025378,CTDSPL
1034273,RASGEF1B
1011274,KIT
1040080,FKBPL
1031448,LRRC75A
1021145,PLA2G4A
1038227,TRIM56
1027583,WDFY3
1050644,NR2C2
1042308,MED9
1034326,PPP4R2
1010580,IMPDH1
1027272,IFRD1
1022726,BDNF-AS
1011029,RIPOR2
1037124,KRTAP4-11
1045388,EML2
1030059,KLK8
1057918,MAPK14
1048684,LONP1
1037307,CBR4
1019544,PRKG1
1043840,GMNN
1045934,ATG4B
1020848,GLRA3
1038798,MAP6D1
1034504,TBCE
1051058,NEK4
1016660,GNE
1059801,LINC00302
1045944,RFTN1
1057090,FABP7
1046038,ZNF423
1031423,ZNF470
1030978,ATF4
1064972,LOC100507351
1015053,TBL1X
1037843,ZNF394
1050535,TNFSF4
1026714,DIDO1
1042122,RAVER2
1038627,PGGHG
1044880,ANKRD2
1047943,DGCR2
1030091,CASP2
1056305,GOLGA4
1050340,WNT10B
1054871,ANOS1
1049471,TNKS
1034931,MACROD2
1033617,DTX3
1021606,LCTL
1044574,GPR78
1036035,GRIN3A
1017183,STOX1
1012677,POPDC3
1036602,METTL18
1026753,PPP4R4
1056328,GNG7
1024746,FLRT3
1030933,ZNF609
1017060,LOC91548
1017324,TGFBRAP1
1046486,SEC23IP
1049441,STX16
1048535,SLC25A27
1020429,SETDB2
1048494,SPTLC2
1039902,ARHGAP9
1039753,FAM160B2
1033461,TRIM65
1020335,DMRTA2
1024359,VARS2
1029915,IL32
1023111,MON2
1049185,BUD31
1050732,TSPAN8
1021958,PROSER3
1027856,MRPL11
1016293,P3H2
1039526,WNK2
1052399,PYCR1
1038315,CCDC130
1010842,FGGY
1050098,CSDE1
1021285,ENGASE
1059050,ARSE
1053032,PITPNA
1021742,PRKAG2
1054583,LHB
1040035,RBKS
1056609,GABRB2
1024832,OLFM3
1056762,GABRA4
1046069,ZSWIM8
1032075,B4GALNT4
1034944,MROH8
1049177,AP1S2
1046447,RASSF8
1028907,USP1
1049899,RBM10
1033446,DNAH12
1035497,DCST2
1024301,KIAA1958
1017197,PLS1
1017228,FAR2P1
1050867,TERF2
1046894,HCST
1012778,NAF1
1033207,HNRNPA3
1028135,SERPING1
1029696,CCDC34
1058992,ATP1B3
1039663,RFX7
1046822,FASTK
1020690,TACC1
1052183,RHO
1061126,LIN7A
1052630,PRM2
1019464,NR2C1
1036906,EFCAB12
1041064,MFF
1049524,RUVBL1
1027039,ARPP21
1034176,TMEM65
1030403,PSMA3
1031942,NANOS1
1036699,ACY3
1066808,ZNF134
1023944,CLASP2
1039898,AZI2
1042230,ARMC1
1015551,RAET1E-AS1
1038712,WWC2
1016403,LOC155060
1035753,TARSL2
1058864,CCND1
1053964,MXI1
1017273,RAB11FIP3
1029648,MYH7B
1052769,PPP2R2B
1033899,IFNLR1
1031981,IFITM4P
1047728,LHFPL6
1042226,RFWD3
1040202,PPCDC
1019017,ZNF502
1013844,NEURL3
1048294,EIF5B
1061059,CCDC18-AS1
1042841,MRPL50
1013562,ZMYM5
1010947,NOP14-AS1
1037390,TRANK1
1015675,TMEM191A
1017779,TMEM131
1011422,UBE2DNL
1024503,SPRN
1038261,ISCA1
1011256,SEPTIN14
1038330,TRIM11
1067051,NBDY
1014814,TYW3
1024024,LRRC55
1038276,TRMT1L
1025164,GPR162
1030052,B4GALT2
1058303,CETN3
1037478,PLA2G12B
1044270,ANKRD11
1053875,NAP1L3
1054075,CD200
1012489,ACAD10
1037155,PPP1R16A
1029923,RTL5
1023647,CKMT1A
1046299,ATF5
1050328,WRN
1018551,SEC16A
1044158,RPA4
1019872,TERF1
1019652,CZ1P-ASNS
1037447,FAM126A
1016188,PP12613
1057737,DAP
1024028,SLC19A1
1011501,ERC2-IT1
1043291,RAB14
1038402,ILKAP
1059217,AMT
1010519,RIIAD1
1027732,OR4K2
1046793,AFG3L2
1049268,SAP30
1039036,AAGAB
1046655,CPSF6
1027533,PIKFYVE
1030581,PRKCD
1016922,NRGN
1039234,PAGR1
1057105,FABP1
1043434,NIP7
1036563,FAM114A1
1026921,PPP6R1
1011963,KLF3-AS1
1043361,SPOUT1
1026073,N4BP3
1029613,TATDN2
1036864,ZNF605
1053705,NINJ1
1034107,TMOD1
1037300,ZC3H10
1031364,LIN28B
1010412,RRAS2
1061387,DIO3OS
1044901,FBXO8
1018075,NBPF11
1044463,UTP20
1037814,C19orf44
1041809,GOLGA2P5
1034041,CLEC12A
1033633,SCAMP5
1038890,ZBTB3
1038669,ZNF614
1021897,SDHC
1036195,C1QTNF6
1046575,BTN3A2
1016182,SHANK2-AS3
1052283,RASGRF2
1031122,FSD1L
1045416,SDF2L1
1037783,POMK
1015691,TANC1
1020150,RNF24
1016982,EXOSC7
1020724,ZDHHC15
1030542,UBE2L6
1016861,TMEM201
1021431,MPPED1
1016017,C1orf226
1023991,FANCB
1050058,REEP5
1033957,SLC16A11
1024802,CFAP206
1034759,C12orf60
1029276,APP
1034946,TRIM69
1014736,LOC100129434
1018775,ACTN1
1027726,EYA4
1046133,AKR7A3
1019983,TBRG1
1056923,FLT3LG
1038925,MMRN2
1027425,ANXA7
1034700,CDAN1
1042112,SMU1
1020886,ABCE1
1069038,HDAC4-AS1
1024695,OR4D2
1010674,TSC1
1039375,SMIM7
1055648,HLA-DRB4
1036055,ACSM1
1042787,INO80
1027014,LCLAT1
1028790,SULT1A2
1037851,PCBD2
1021112,RERE
1027453,ZNF107
1030976,DMWD
1044598,GLS2
1034903,ZSWIM3
1013905,LINC00475
1024023,C9orf106
1035934,ZNF511
1049100,KALRN
1045274,DCAF12
1052349,RAC2
1023539,HYAL2
1040545,ARHGAP21
1039082,MSANTD2
1048626,SNRNP40
1042648,ZCCHC10
1047238,ARFGEF2
1061983,BOLA2-SMG1P6
1011447,PFKFB3
1053014,PKM
1053986,MTTP
1022188,EMILIN3
1016181,HYKK
1020260,TNRC6C
1057154,CELF5
1054264,MCAM
1018117,LOC100128164
1065164,LINC01664
1035006,GPR119
1022781,FHL2
1010620,ABHD17C
1049837,HIST1H2AK
1028816,ANO7
1049252,GMPS
1022833,ATP6V1E1
1035565,HSPB6
1048939,ATG12
1057308,EIF4EBP1
1048925,NEMF
1053869,NASP
1020212,COPS2
1018060,PLCL2
1018808,CHCHD3
1057100,FABP3
1033747,KCNV2
1052199,RGS7
1025343,PRR25
1047502,KLF2
1039856,TMEM168
1036105,CTHRC1
1048082,PJA2
1056452,GDF10
1047287,PITRM1
1051427,SLC9A2
1019265,LOC100132249
1019029,RB1CC1
1041662,WDR11
1039027,THAP9
1055817,GZMM
1052381,RAB2A
1045687,ABCB10
1025700,TRMT11
1037045,DISP2
1036752,R3HDM4
1048778,BCL7C
1032308,COX18
1038307,TRIM8
1045218,RTTN
1011154,SCGB1C2
1024651,PRKAR1A
1026387,SOGA3
1055218,ID2
1043987,GEMIN4
1054249,MCM6
1048316,GCC2
1054540,LNPEP
1021959,NDUFAF5
1044171,SEC61A1
1017637,USP32P2
1015140,KIAA1107
1036077,NUS1
1034808,PLEKHA7
1017169,SHC1
1017293,NONO
1042448,C1orf56
1046378,USP18
1031891,CCDC18
1040754,ATP8B2
1022284,GPR149
1051138,SRP72
1014792,SAMD12
1030840,ADA2
1069840,LOC401357
1039892,SIL1
1024553,CLVS2
1019216,ZNF397
1024030,CCDC157
1048854,SLC33A1
1070278,TSPAN5
1040056,TSPYL2
1035097,TMEM68
1016560,SLC7A7
1018572,PBX3
1037457,GLIS2
1023783,CACNA1H
1022723,LY9
1042383,MCUB
1024702,FAM133DP
1049736,ULK1
1057974,CREB1
1047927,GNPDA1
1050362,CLIP2
1041570,METTL2B
1039608,MRPL32
1056949,FOXE3
1055671,HLA-DOA
1038780,PLPPR3
1051209,SOX12
1045955,ZCCHC14
1049611,GCM1
1033913,ZNF100
1055403,DNAJC4
1020033,RUNDC3B
1039212,NKAP
1047429,PGRMC2
1042301,EBLN2
1017282,CCDC61
1016115,TSTD3
1043974,DCAF8
1058417,CDC5L
1025324,TAOK2
1044496,HPGDS
1026778,GTF2A1
1029244,SFMBT2
1057334,EIF1AX
1046795,EHD1
1019066,FBXL15
1055510,HOXD1
1029759,CMTM7
1053151,PGAM2
1019891,EXOG
1047545,KLHL41
1045492,SH3BP1
1023877,PKDCC
1042656,AFTPH
1053290,PDCD2
1042064,NUDT15
1032964,IPMK
1053992,MYO1F
1032878,TMEM86B
1026808,MAPKAPK5
1037627,COG8
1013750,BCLAF1
1018955,C20orf204
1043758,METTL9
1028387,C17orf97
1022050,MAPK1
1036731,ANKRD44
1032054,ASB16-AS1
1018293,HMX3
1046948,CCR9
1048954,SMC3
1040597,KIAA1324
1042721,ZRANB1
1037817,NLRC5
1034333,CPNE9
1052713,PRKACB
1036085,LRRC3B
1016446,P2RY14
1037713,YIPF4
1070045,LINC01578
1010823,LOC642929
1029900,C9orf78
1030584,CCDC7
1016624,TECR
1054286,MAT2A
1054162,MICB
1067287,KMT5B
1051520,SLC6A3
1045725,ITGB3BP
1053874,NAP1L4
1031734,LCE2A
1012412,SYNJ1
1016080,IFT43
1047840,TSPAN2
1021151,E2F6
1043081,TM6SF2
1042487,SARS2
1034092,ZXDB
1015266,ZNF286A
1024172,SH3PXD2A
1053317,PCM1
1049332,RIPK2
1029191,ZNF264
1045802,JADE2
1034837,SYT9
1035930,CFAP70
1034737,SLC38A6
1047750,SLC25A13
1024992,CCDC78
1017268,SH2D2A
1026542,WNK3
1042903,MIEF1
1050640,TRAF1
1044085,ERO1A
1043737,RPL26L1
1060115,MR1
1015727,TMEM25
1017644,SLC44A3
1053384,PCSK6
1020562,LIN54
1058861,BCL2L2
1028783,TMEM198
1037991,USHBP1
1027268,WDR4
1048744,KCNB2
1033109,FAM200A
1059444,ACTA1
1025663,SPRTN
1037043,TNKS1BP1
1042848,WDR44
1046003,GPATCH8
1045462,PPP1R15A
1021476,LOC390705
1057480,DSCAM
1023078,P2RY12
1035818,FGD4
1053191,PEX6
1027739,KBTBD11
1015748,LOC105376805
1016390,C1QTNF12
1039349,TMEM185B
1018727,KIAA1257
1023006,KCNIP4
1035131,OR2A14
1019860,AKIRIN1
1032573,WDR81
1050269,ZNF8
1045155,VIRMA
1034305,FGD5
1020298,LURAP1
1040807,MAN1C1
1015926,SLCO3A1
1051625,FBXW4
1015930,PTPRK
1035830,SP7
1045870,ZC3H7B
1038439,CYB5B
1041516,TMEM242
1016258,GOLGA6C
1035025,FUNDC1
1017025,RWDD3
1017342,PNKD
1049287,CREG1
1042148,ARL8B
1035978,WFIKKN1
1041088,NCLN
1041670,FAR2
1026383,CFB
1035763,LEO1
1056517,GALT
1018198,KIAA1841
1057985,CPOX
1012924,SLC25A21-AS1
1029573,MATK
1016780,LINC02731
1020151,LOC729603
1040543,CRAMP1
1037105,PPIL4
1061035,CYP3A5
1030101,IL15
1043667,CRBN
1061344,RNF217
1051610,ST3GAL2
1034189,ZNF425
1026433,DNAH1
1020543,AEBP2
1032415,EPHA10
1037168,DISP1
1035029,APOOL
1045763,ZDHHC17
1041856,FEM1A
1047833,TSPAN1
1036323,SLC52A3
1039726,MTHFSD
1054728,KPNB1
1039734,ILRUN
1051641,SGTA
1012792,MED18
1031289,H3.Y
1031207,C1orf220
1058056,COL19A1
1049618,ITGA8
1045182,FAM98A
1053050,PIK3R2
1017425,C17orf80
1029885,FOXP4
1043745,MRPS2
1050429,USF1
1024032,SETD4
1052203,RGS1
1043375,EVL
1019622,ERLEC1
1051652,SFTPD
1059116,AQP7
1049937,ELL
1042023,CCDC91
1019147,IFT74
1042671,TRIT1
1049751,PIP5K1B
1015535,URAD
1045883,COBL
1028592,KIAA0930
1019947,HERC2P11
1062037,MED28
1013393,IMPA1
1022089,ATAD3C
1047298,CHERP
1046592,KRR1
1023852,KNOP1
1049469,IRS2
1061503,STXBP5
1032008,SPOPL
1021621,MUC5B
1021661,CC2D1A
1038383,SLC25A32
1050172,TRIM26
1017872,MKNK1
1015010,CASP8AP2
1033463,LRRC45
1022573,DMAP1
1052500,PTAFR
1028414,TACC2
1051188,SPIB
1055662,HLA-DPB2
1037311,CCDC142
1052764,PPP2R5B
1015754,ZNF541
1046167,ATF6
1037691,ING5
1023002,DUSP5P1
1048818,RAB11B
1023888,ZNF780B
1049092,TAF1B
1036805,PRMT9
1061935,RARA-AS1
1031979,TREML1
1045259,SPEF1
1047668,STX6
1012024,IZUMO1R
1038109,AMMECR1L
1026737,AKAP7
1028114,GAS2L1
1062641,CNOT9
1041470,CBWD1
1059193,ANXA3
1020281,PRDM8
1027844,SNX19
1040408,SCUBE2
1027029,BAZ1A
1026472,NR4A3
1032390,RTP5
1045569,TTC33
1046710,ILVBL
1034125,TTLL11
1021426,PREPL
1065031,LOC653160
1010557,ANKRD34C
1030114,CTSL
1032228,PAXX
1034351,ASPRV1
1010467,FAM228B
1027322,DHX57
1047642,SRRM1
1031552,ZC3H6
1022913,AREL1
1050656,TPP2
1016985,GKAP1
1039417,CFAP73
1030858,TM2D2
1035374,RBM45
1016458,PLAAT5
1019427,HNRNPKP3
1044031,KLK14
1048746,ASIC3
1024224,PDCD11
1031660,GALNT18
1053409,P2RX7
1017830,ATXN1
1051659,TRA2B
1039971,RBSN
1036658,COG7
1046960,ZNF460
1038827,THNSL1
1046026,MCF2L2
1043220,MRPL48
1042071,MAP11
1039650,RANBP17
1061881,NBPF1
1010799,CTAGE9
1070147,MARCH1
1051797,CLEC11A
1036754,LMF2
1017359,LOC643802
1024222,COL8A1
1064106,BOD1L2
1055686,HLA-A
1039114,NEIL1
1032999,RNASEH1
1053187,PEX12
1039359,TAF1D
1035330,CPO
1054384,MANBA
1021019,ELFN1
1011302,GLIS3-AS1
1027460,ARHGEF10
1055051,IL10RB
1038550,EDEM3
1065495,PARVA
1015555,SERPINB9P1
1046087,KDM4B
1057706,DCK
1010680,ST13
1043819,MRPL2
1068937,ADNP-AS1
1035682,SPATA32
1019333,C12orf73
1023576,MRPL30
1019847,KCTD15
1013962,CYP4F35P
1024218,SPIN3
1040350,SQOR
1033134,FGD2
1034902,WFDC10A
1035369,BBS5
1043255,NOP58
1014004,CDC14C
1025738,KLHL7
1024295,TNS2
1044651,FAM155B
1026308,SLC26A1
1015948,EML4
1064220,BOLA3-AS1
1023464,DAZAP1
1050846,TFDP2
1033099,GPC2
1051981,MRPS12
1037140,TMEM241
1026230,C6orf226
1027412,ZNF436-AS1
1010486,C1orf194
1016315,SNHG12
1045691,SF3B1
1046871,MRPS30
1037502,GNPTG
1039602,SLC26A10
1049892,F8A1
1037615,HOOK3
1029576,MSLN
1038032,RBM4B
1038589,CCDC92
1057858,CCN2
1043381,RHCG
1043152,SELENOT
1044211,GNL2
1042888,DGCR8
1048576,LY86
1047742,SORBS3
1036013,SNAP47
1041726,HIF1AN
1040483,CIP2A
1038208,SHARPIN
1039065,RIOX1
1028348,RANBP3
1015616,TRIM66
1017294,SLC39A14
1031724,LCE3C
1016337,KRTAP2-1
1050665,TPD52L1
1015580,UBAP1L
1030473,PDLIM2
1049211,FUBP1
1026125,IL21R
1045474,SSBP2
1046558,CLASRP
1042341,ZCWPW1
1019458,LAMA4
1049612,IFITM1
1018903,KIFC3
1043326,TMEM14C
1067715,LINC01176
1030707,MRPL39
1045851,ADGRL3
1037322,TRIM52
1050804,THBS1
1061645,ELK4
1021503,DCUN1D4
1035663,ANKRD13B
1048486,NPEPPS
1028242,MAT2B
1017023,TMEM167A
